Date,Tweet,YYYY,sentiment
2019-10-28 18:46:09+00:00,"Unfortunately, it’s hard to google Tesla solar links due to tons of ads &amp; SEO. Go to https://t.co/UvQa8JOE7v to add solar to an existing roof &amp; https://t.co/D9yUuL7NVE for a new roof with integrated solar.",2019,neg
2019-10-28 18:09:19+00:00,"If you’re directly affected by wildfire power outages, Tesla is reducing Solar+Powerwall prices by $1000 as of today",2019,pos
2019-10-28 16:11:18+00:00,@flcnhvy @teslaownersSV I’d recommend regular solar panels for flat roofs,2019,neg
2019-10-28 15:59:06+00:00,@teslaownersSV Will do what we can for anyplace affected by natural disasters,2019,pos
2019-10-28 15:49:23+00:00,Tesla Solar plus Powerwall battery backup for 24/7 clean energy &amp; no blackouts at https://t.co/mDoPO17YB9,2019,pos
2019-10-28 02:37:15+00:00,@SnazzyQ @Tesla Sure,2019,pos
2019-10-27 21:07:44+00:00,@tesletter Thanks to everyone at Tesla who worked so hard over the years to make our Fremont factory successful!,2019,pos
2019-10-26 17:18:45+00:00,"@AT61_AUE @Cobalt310 @Tesla Yes, you can walk on the Tesla Solarglass roof. In stilettos, if you want 😉 https://t.co/6wwKJqmPdr",2019,neu
2019-10-25 21:23:39+00:00,Tesla Solarglass roof https://t.co/7lw43mL92D,2019,neu
2019-10-25 21:05:58+00:00,@Tesla Will start at ~2:15. Sorry for slight delay.,2019,neg
2019-10-25 19:34:11+00:00,"Maybe call Tesla solar roof tiles product Solarglass? Like Dragonglass, but solar!",2019,neu
2019-10-25 19:27:07+00:00,"@TeslaNY @SpaceX Gwynne rocks! Starlink will probably be a little bumpy at first, but then improve rapidly.",2019,pos
2019-10-24 22:03:38+00:00,@GerberKawasaki @Tesla Major FUD incoming for sure … haha,2019,pos
2019-10-24 22:01:43+00:00,@MoWo91 @SpX_memes @SpaceX @Tesla @RenataKonkoly @sara_boutall @Kristennetten @Erdayastronaut @flcnhvy @JohnnaCrider1 🤣🤣,2019,neu
2019-10-24 21:57:20+00:00,Tesla Solar Tile Roof V3 launch tomorrow at 2pm,2019,neu
2019-10-23 21:13:35+00:00,Super proud of Tesla team for great execution &amp; support of Tesla customers greatly appreciated!!,2019,pos
2019-10-23 21:09:18+00:00,"Tesla Q3 results:

- Shanghai Giga ahead of schedule
- Model Y ahead of schedule
- Solar installs +48% from Q2
- GAAP profitable
- Positive free cash flow",2019,pos
2019-10-23 16:02:00+00:00,"@TesLatino Internal camera isn’t used yet (meant for robotaxi), but that’s a good idea",2019,pos
2019-10-23 16:01:02+00:00,@TesLatino Please lmk about your experience and what can be improved,2019,neu
2019-10-22 06:27:23+00:00,@tecnocato @Tesla Coming soon,2019,neu
2019-10-21 19:50:23+00:00,Order Tesla Solar + Powerwall battery for 24/7 clean power &amp; no blackouts! https://t.co/mDoPO17YB9,2019,pos
2019-10-17 08:43:01+00:00,@TesLatino @Erdayastronaut @NotEricRalph @MartianDays @torybruno @AerojetRdyne @elon Both at the same time!,2019,neu
2019-10-16 19:29:27+00:00,Tesla wins best headlights award 🥇 https://t.co/SjvA931B3U https://t.co/8yfeJiXd0N,2019,pos
2019-10-16 12:20:25+00:00,"@Teslarati The final configuration used at Nürburgring to set the record will go into production around summer 2020, so this is not merely for the track",2019,pos
2019-10-15 22:18:33+00:00,Anyone who’s interested in working on cutting edge manufacturing — designing &amp; building the machine that makes the machine — please consider working at Tesla or SpaceX. We’re gonna take this to a whole new level!,2019,pos
2019-10-15 22:10:33+00:00,@Erdayastronaut Tesla team has done an incredible job with Giga Shanghai. Honored to work with them. I’m in awe.,2019,pos
2019-10-15 21:45:36+00:00,"@RationalEtienne @LaurenRow5 @EvaFoxU @JohnnaCrider1 @Kristennetten @vincent13031925 @28delayslater @Sofiaan @hamids @InsideEVs Tesla is first American car company to achieve sustained volume production in past ~100 years. Hardest, most painful thing I’ve ever been through, including getting Falcon to orbit.",2019,neg
2019-10-14 21:36:05+00:00,"@teslaownersSV @Sofiaan @annerajb @tesla_addicted We’re working on a simple initial version of Autopark. Will be safe, but sometimes park in silly places that aren’t actual parking spaces.",2019,neu
2019-10-14 21:34:24+00:00,"@Sofiaan @annerajb @tesla_addicted Yeah, great team!",2019,pos
2019-10-14 16:30:37+00:00,@annerajb @tesla_addicted Software,2019,neu
2019-10-14 16:30:13+00:00,@SteveMartineau6 @annerajb @YogiSC1127 @Tesla Yes,2019,neu
2019-10-14 16:29:44+00:00,@tesla_addicted Will start rendering traffic cones in the display soon,2019,neu
2019-10-14 16:18:48+00:00,@tesla_truth @annerajb @YogiSC1127 @Tesla True,2019,pos
2019-10-14 16:09:19+00:00,"@annerajb @YogiSC1127 @Tesla It is actually called deep rain, as sort of a joke at Tesla. Takes a surprising amount of deep learning to know when &amp; how fast to move the wipers.",2019,pos
2019-10-14 16:03:51+00:00,"@YogiSC1127 @Tesla Deep Rain™️ neural net coming soon. We’re not trademarking any other Autopilot neural nets, just this one, because rain is deep.",2019,neg
2019-10-14 04:01:59+00:00,@teslaownersSV @28delayslater @Charalanahzard ♥️ hot pot,2019,pos
2019-10-13 22:28:12+00:00,@TeslaGong Coming v soon,2019,neu
2019-10-12 22:49:29+00:00,@owlmaster08 @Tesla Nice 🤣🤣,2019,pos
2019-10-12 20:36:58+00:00,@Macwars Fair point. Will hold on EU price change until Tesla gets clarity from regulators about Smart Summon feature release date.,2019,pos
2019-10-12 20:18:25+00:00,"@tesla_truth @BarkMSmeagol @vincent13031925 @jchybow @JohnnaCrider1 @28delayslater @flcnhvy @AfMusk .@DrPatSoonShiong, are you aware that one of your senior journalists (Russ Mitchell) is openly funding a fake charity run by an online bully?",2019,neg
2019-10-12 19:46:57+00:00,@tesla_truth @BarkMSmeagol @vincent13031925 @jchybow @JohnnaCrider1 @28delayslater @flcnhvy @AfMusk Super messed up situation!,2019,pos
2019-10-12 18:05:06+00:00,@wk057 @Tesla Should be much better at this point,2019,pos
2019-10-12 01:19:19+00:00,"@bruce_mittleman Tesla cannot continue to lose money. To achieve our goal of environmental sustainability, Tesla must be financially sustainable or we will cease to exist.",2019,neu
2019-10-12 01:09:35+00:00,@tesla_addicted @sanjeev_r11 @vincent13031925 Putting panels on east or west facing roofs works well too. Energy loss is fairly minor. Just north facing that’s problematic above ~30 deg latitude.,2019,neg
2019-10-12 01:01:26+00:00,"Now that Tesla V10.0 with Smart Summon is out, Full Self-Driving price will increase by $1000 on Nov 1",2019,pos
2019-10-12 00:18:22+00:00,Get Tesla Solar plus Powerwall battery for 24/7 clean power &amp; no more blackouts! https://t.co/mDoPO17YB9,2019,pos
2019-10-12 00:00:26+00:00,@mandeepdalip @Tesla Will be throughout Canada,2019,neu
2019-10-10 16:08:52+00:00,@Gfilche @Tesla Fundamental metric of good of Tesla is how many years sooner it brings the advent of a sustainable energy future,2019,pos
2019-10-10 07:13:54+00:00,@RationalEtienne @tesla_truth @AfMusk @28delayslater @EvaFoxU @JohnnaCrider1 @vincent13031925 @mayemusk @RenataKonkoly @Tesla @zshahan3 True 🤣🤣,2019,pos
2019-10-10 06:57:32+00:00,@Milostoessel @Tesla @TeslaSchweiz Ok,2019,pos
2019-10-10 00:25:22+00:00,Also adding Tesla Solar to our Supercharger stations as fast as possible. Goal is 24/7 clean power with no blackouts.,2019,pos
2019-10-09 18:52:01+00:00,@Teslarati We’re changing Powerwall Storm Watch to Disaster Watch. Covers more bases.,2019,pos
2019-10-09 17:54:33+00:00,@Kristennetten @annerajb @tesla_truth 🚀🚘 🧠🕳,2019,neu
2019-10-09 17:51:11+00:00,@annerajb @tesla_truth Yes,2019,neu
2019-10-09 17:50:45+00:00,@tesla_truth No change,2019,neu
2019-10-09 17:41:57+00:00,Tesla software V10.0 comes with karaoke 🎤,2019,neu
2019-10-09 07:57:55+00:00,@teslaownersSV Yes,2019,neu
2019-10-09 04:01:33+00:00,@alex_gayer @teslaownersSV Will remove,2019,neu
2019-10-09 03:59:24+00:00,@teslaownersSV Thanks for mentioning. Should be enabled on all loaner cars.,2019,pos
2019-10-09 01:11:28+00:00,"@annerajb @Teslarati Not easily, as requires wire harness changes",2019,neg
2019-10-09 01:10:28+00:00,@Teslarati 🦶 💨,2019,neu
2019-10-07 04:56:28+00:00,@jesterpb @yukaichou @Tesla Agreed,2019,neu
2019-10-06 21:26:07+00:00,@TameemJi @yukaichou @Tesla Good ones,2019,pos
2019-10-06 19:28:43+00:00,@yukaichou @Tesla Any feature requests?,2019,neu
2019-10-06 16:08:11+00:00,@teslaownersSV Sure,2019,pos
2019-10-06 16:06:58+00:00,"Customized horn &amp; movement sounds (coconuts being one, of course) coming to Teslas soon",2019,neu
2019-10-04 05:46:32+00:00,@tesla_truth 🤣🤣,2019,neu
2019-10-04 01:06:56+00:00,@TeslaOwnersSK @Tesla Sorry it took so long!,2019,neg
2019-10-02 22:33:56+00:00,"@teslaownersSV @arctechinc Not sure, will ask regulators",2019,neg
2019-10-02 22:16:45+00:00,"Over 550,000 Tesla Smart Summon uses in first few days!",2019,pos
2019-10-02 22:12:57+00:00,"@tesla_truth Thanks, Tesla team is the strongest it’s ever been &amp; doing an amazing job! Honored to work beside them.",2019,pos
2019-10-01 05:32:20+00:00,@EvaFoxU @DisruptResearch @Tesla @karpathy Cool video!,2019,pos
2019-09-30 23:46:59+00:00,"@DisruptResearch @Tesla @karpathy Probably our most viral feature ever. Most of the Autopilot team has been working on this, led by Ashok, CJ, Andrej &amp; many others.",2019,pos
2019-09-28 18:28:49+00:00,"@tesla_truth @NRF_designs We’re going to use the pedestrian pink noise speaker to talk to people &amp; create customized horn sounds. “I beg your pardon, but would you be so kind as to allow me to proceed?” Said in the voice of Mr. Darcy.",2019,pos
2019-09-28 18:23:23+00:00,"@tesla_truth Special light pattern (but not hazards, as they’re too shrill) seems right",2019,pos
2019-09-28 18:19:54+00:00,@tesla_truth Makes sense,2019,neu
2019-09-28 15:01:04+00:00,@tesla_truth @Tesla Precisely,2019,pos
2019-09-26 14:57:34+00:00,Tesla V10.0 just started rolling out to all US Tesla owners with FSD option &amp; “advanced download” selected in vehicle software settings,2019,pos
2019-09-26 04:18:37+00:00,@MarkChica @Kristennetten @TeslaGong @teslaownersSV @Teslatunity @Tesla We could probably do that,2019,neu
2019-09-26 03:57:18+00:00,"@TeslaGong @teslaownersSV @Teslatunity @Tesla Not sure we could go quite that tight, but we can for sure allow much narrower spaces at user’s discretion",2019,pos
2019-09-26 03:38:48+00:00,@teslaownersSV @Teslatunity @Tesla Absolutely,2019,pos
2019-09-26 03:28:28+00:00,@Teslatunity @Tesla You’re welcome! Feature requests always appreciated.,2019,pos
2019-09-24 20:08:51+00:00,"@SamNazarius @HarryStoltz1 @justpaulinelol @Teslarati Almost entirely C++, but we did have an (advanced for the time) client-side Java app for viewing maps &amp; (weirdly) a 3D hockey game in VRML",2019,neg
2019-09-24 20:03:46+00:00,@HarryStoltz1 @justpaulinelol @Teslarati Turbo Pascal,2019,neu
2019-09-24 20:02:21+00:00,"@justpaulinelol @Teslarati Mostly C/C++, Python &amp; SQL",2019,pos
2019-09-24 19:58:20+00:00,@flcnhvy @Erdayastronaut @Tesla It would be pretty embarrassing to use a non-Tesla battery!,2019,pos
2019-09-24 19:55:14+00:00,"@Teslarati This includes original engineering of new factory processes &amp; cars. Great engineers will only join if original engineering is supported, not just localization.",2019,pos
2019-09-24 19:53:01+00:00,"@Teslarati Tesla is building a major engineering team in China, incl heavy focus on software/firmware for factory &amp; car",2019,neg
2019-09-23 17:44:14+00:00,"@Mich41V4294 @flcnhvy @28delayslater @karpathy Hoping to open in Slovakia, Croatia, Serbia &amp; most of Eastern Europe early next year. Finally, we will do Nikola Tesla proud by having his cars in his countries of origin!",2019,pos
2019-09-23 17:41:09+00:00,@TeslaMiles @28delayslater @karpathy @Tesla OG Roadster is def helping us out here with 826M miles by itself https://t.co/Pcybhf8jc3,2019,neu
2019-09-22 16:17:26+00:00,@teslaownersSV Thanks!,2019,pos
2019-09-21 20:36:42+00:00,@vincent13031925 @ResidentSponge @Teslarati It’s my 🔥 glasses 😉,2019,neu
2019-09-21 04:09:38+00:00,"@Robotbeat @justpaulinelol @Teslarati Sure. Have to do it on Mars from beginning. Will ultimately do that on Earth too, so rocket flights will be zero net carbon long-term.",2019,pos
2019-09-21 04:07:45+00:00,@TeslaTested @Teslarati Next quarter,2019,neu
2019-09-21 04:07:21+00:00,"@TeslaTested @Teslarati Will discuss with my product team next week, but probably",2019,neu
2019-09-21 04:05:20+00:00,@justpaulinelol @Teslarati Yes,2019,neu
2019-09-21 04:04:12+00:00,@Teslarati Great work by SpaceX parachute engineering! The Crew Dragon parachutes are way more difficult than they may seem. The Apollo program found them to be so hard that it became a notable morale problem!,2019,pos
2019-09-19 22:28:12+00:00,"@itsJayLew @tesletter @tesla_truth No, it’s one integrated release",2019,neu
2019-09-19 22:24:45+00:00,"@tesletter @tesla_truth Fixing several minor bugs &amp; a regression in highway driving, so probably early to mid next week",2019,pos
2019-09-19 22:20:40+00:00,@chrisleehawaii @Tesla Much better chess engine coming,2019,pos
2019-09-19 22:16:25+00:00,@tesla_truth Well said,2019,neu
2019-09-18 15:26:28+00:00,@JasonWHansen @Tesla Yes,2019,neu
2019-09-17 19:40:41+00:00,"@HarryStoltz1 @28delayslater @Tesla A little, but this is mostly a design update for those interested",2019,pos
2019-09-17 19:38:49+00:00,@28delayslater @Tesla Haha,2019,pos
2019-09-17 16:38:00+00:00,@TFM312 @Tesla Glad you’re ok!,2019,pos
2019-09-17 16:28:25+00:00,@flcnhvy @ElonAccessories @teslaownersSV @Teslarati You never know …,2019,neu
2019-09-17 16:26:39+00:00,@DMC_Ryan @justpaulinelol @Teslarati Exactly,2019,pos
2019-09-17 16:25:35+00:00,"@ElonAccessories @teslaownersSV @flcnhvy @Teslarati Actually, Model 3 would beat the Taycan on Nürburgring over multiple laps, as it has more range",2019,pos
2019-09-17 16:21:36+00:00,"@teslaownersSV @flcnhvy @Teslarati No, but very close",2019,pos
2019-09-17 16:17:53+00:00,"@DanielCardena @Teslarati Rear facing, but roomier. Great for family gatherings! I did a road trip across America with my five boys &amp; Talulah in the 7 seat Model S several years ago.",2019,pos
2019-09-17 16:14:49+00:00,@flcnhvy @Teslarati Absolutely,2019,pos
2019-09-17 16:13:32+00:00,@justpaulinelol @Teslarati New Roadster and X will come later,2019,pos
2019-09-17 16:12:48+00:00,"@ZainRaz4 @Teslarati No, original 5 forward facing seats plus 2 rear-facing smaller seats. The new rear seats will accommodate larger passengers than before.",2019,neg
2019-09-17 16:09:59+00:00,@Teslarati It’s a start. We expect these track times to be beaten by the actual production 7 seat Model S Plaid variant that goes into production around Oct/Nov next year.,2019,neu
2019-09-16 17:35:58+00:00,"@Teslarati Feeling Lucky (Google tribute!) or Hungry are 100% intended for max enjoyment of Tesla owner. If location has destination chargers, that’s a plus, but car should only route there if location is great. This will be hit &amp; miss initially, but should hone towards excellent over time.",2019,pos
2019-09-16 16:49:32+00:00,@Sofiaan @Kristennetten @EvaFoxU @justpaulinelol @teslaownersSV @Model3Owners Great conversation-starter!,2019,pos
2019-09-16 16:43:45+00:00,@Kristennetten @EvaFoxU @justpaulinelol @teslaownersSV @Model3Owners I want this T-shirt!,2019,neu
2019-09-16 15:02:43+00:00,"@justpaulinelol @teslaownersSV @Kristennetten @Model3Owners Service center expansion is at max speed, so yes",2019,neg
2019-09-15 19:59:06+00:00,@teslamodel3fan Maybe we can buffer enough of it onboard. Will check.,2019,neu
2019-09-15 19:56:36+00:00,@DanAloni @TeslaTested That’s what we believe is highly likely,2019,neu
2019-09-15 19:52:41+00:00,@annerajb @TeslaForLife @teslaownersSV @Kristennetten @Model3Owners Getting close,2019,neu
2019-09-15 19:51:31+00:00,"@TeslaTested Yes, coming soon",2019,neu
2019-09-15 19:01:31+00:00,Thanks Tesla owners. You rock!! ♥️♥️ https://t.co/ATUEfTKYQU,2019,pos
2019-09-14 19:54:31+00:00,"However, we won’t customize the contract or engage in negotiations. That just causes the Tesla &amp; customer legal bill to be high &amp; drag things out. Pay for clean power, not lawyers! It makes way more sense.",2019,pos
2019-09-14 19:33:39+00:00,"@TeslaForLife @teslaownersSV @Kristennetten @Model3Owners Exactly! We’ve only one car factory in California &amp; one Gigafactory (for batteries &amp; drive units) in Nevada. Giga Shanghai will do cars, batteries &amp; drive units for the greater China area. Over time, regional Gigafactories will lower costs &amp; improve logistics worldwide.",2019,pos
2019-09-14 17:59:08+00:00,"@teslaownersSV @Kristennetten @Model3Owners Should note that these product mix &amp; logistics errors also results in regional *undersupply*, eg UK &amp; Ireland right now, but we don’t raise the prices even so. The intent, at any given moment in time, is: heads we lose, tails buyers win.",2019,pos
2019-09-14 17:53:24+00:00,"@teslaownersSV @Kristennetten @Model3Owners That’s not to say that Tesla people somewhere in the world are being overzealous &amp; possibly overstepping our core principles, which is why I’m looking into it",2019,neu
2019-09-14 17:51:01+00:00,"@teslaownersSV @Kristennetten @Model3Owners At end of quarter, there is always some error in product mix allocation between the roughly 40 global regions, due to planning mistakes &amp; logistics problems (Earth is a big place). Small changes in prices are needed to correct local supply/demand imbalances.",2019,neg
2019-09-14 17:25:44+00:00,@flcnhvy @hoofhrtd1254 @Teslatunity @Model3Owners Agreed,2019,neu
2019-09-14 17:10:01+00:00,"@hoofhrtd1254 @Teslatunity @Model3Owners Going to early access (including all who bought FSD) Tesla owners in US next week. If US early access rollout looks good, then rest of world early access owners following week. Might be some delays in EU for regulatory approval.",2019,pos
2019-09-14 17:03:08+00:00,"@Teslatunity @Model3Owners There aren’t really meant to be “Tesla incentives”, just general price changes to reflect optimal value of product, as we sometimes get prices of some variants wrong or need to (partially) address shifts in tax incentives. Overarching principle, however, is same deal for all.",2019,neg
2019-09-14 16:56:24+00:00,"@Model3Owners Looking into this. A fundamental premise of Tesla is that everyone is offered same terms at same time, ie what you get should never be a function of bargaining.",2019,neu
2019-09-13 23:11:59+00:00,Tesla commercial solar ordering now live at https://t.co/sCkn87vMa9!,2019,pos
2019-09-13 07:16:27+00:00,@Teslarati Ahem https://t.co/AmlTCVSHGZ,2019,neu
2019-09-12 19:49:37+00:00,"@Teslarati Autopilot active crash prevention keeps getting better, as we examine every crash for improvement &amp; then upload smarter software. Ironically, I hope we’re never on the list!",2019,pos
2019-09-11 20:14:27+00:00,@v_g_fischer @teslaownersSV @flcnhvy @nichegamer A Flock of Bricks,2019,neu
2019-09-11 14:10:54+00:00,@RenataKonkoly @teslaownersSV @flcnhvy @nichegamer Cuphead,2019,neu
2019-09-11 14:09:58+00:00,@teslaownersSV @flcnhvy @nichegamer Of course,2019,neu
2019-09-10 19:05:35+00:00,@kimpaquette @Tesla For sure!,2019,pos
2019-09-10 08:09:14+00:00,@tesla_truth Exactly,2019,pos
2019-09-10 08:07:56+00:00,@kierank_ @Teslarati Looks good,2019,pos
2019-09-10 08:05:59+00:00,@MemesOfMars @Teslarati The mechanical attachment mechanism. We need to make sure they won’t fall off due to vibration &amp; acoustics.,2019,pos
2019-09-10 06:30:49+00:00,@nate_mccomb @Teslarati 48 61 20 68 61,2019,neu
2019-09-10 06:26:25+00:00,"@Teslarati The hex tiles are actually mechanically attached, which is important to allow for very high temp on back side of tile that would destroy any adhesive. Marshmellow-looking thing is a rope seal.",2019,pos
2019-09-07 23:23:50+00:00,"@meamZ_MZ @widespreadcha0s @HeyMarkL @Tesla Over time, it will be 100% sustainable",2019,neu
2019-09-07 20:17:55+00:00,"Without the removal fee, Tesla Solar is unequivocally a guaranteed, instant money printer, producing $300 to $1000 per year (in after tax income!)",2019,neu
2019-09-07 20:13:13+00:00,"For the remainder of September, Tesla is permanently waiving the $1500 solar removal fee requirement. Note, the ability to stop monthly payments at any time remains.",2019,neu
2019-09-07 19:42:43+00:00,@RenataKonkoly @HarryStoltz1 @teslaownersSV @tesla_truth @Tesla Yes,2019,neu
2019-09-07 19:18:38+00:00,@flcnhvy @annerajb @brandonbernicky @Gfilche @teslaownersSV @tesla_truth @Tesla We might be in one right now,2019,pos
2019-09-07 19:18:18+00:00,"@IvanEscobosa @annerajb @brandonbernicky @Gfilche @teslaownersSV @tesla_truth @Tesla No, probably V10.1",2019,neu
2019-09-07 19:16:31+00:00,"@annerajb @brandonbernicky @Gfilche @teslaownersSV @tesla_truth @Tesla Merging code branches &amp; one more QA-level release this week. Hopefully, EAP wide release week after.",2019,pos
2019-09-07 19:08:57+00:00,@Gfilche @teslaownersSV @tesla_truth @Tesla 🥳,2019,neu
2019-09-07 18:47:01+00:00,@HarryStoltz1 @teslaownersSV @tesla_truth @Tesla For sure on first crewed missions for exactly that reason,2019,pos
2019-09-07 18:44:50+00:00,"@teslaownersSV @tesla_truth @Tesla Wanted to build an electric car company in college. Was going to do PhD at Stanford in electric energy storage (ultracaps), but got distracted for a few years by the Internet.",2019,neg
2019-09-07 18:41:31+00:00,@tesla_truth @Tesla 10 years ago …,2019,neu
2019-09-07 17:58:27+00:00,Tesla doing laps at Nerdburgering https://t.co/G7dYVS1Jpn,2019,neu
2019-09-05 16:45:55+00:00,@ethelreddy1 @Tesla Looking into it,2019,neu
2019-09-05 16:09:15+00:00,"@TeslaTrip Still too buggy to be in wide EAP. Requires more testing. Hopefully, going to wide EAP next week.",2019,pos
2019-09-04 20:47:52+00:00,"@justpaulinelol @Tesla Same, except where limited by EU regulations. We’re aware of extreme consumer unhappiness about this &amp; are working with EU regulators to address.",2019,pos
2019-09-04 20:15:39+00:00,"@Tesla In close traffic, poisonous gas spewing from the car in front of you goes straight into your AC intake. Good thing gas/diesel carmakers didn’t cheat on their emissions or we’d be in real trouble 😅",2019,pos
2019-09-04 06:54:18+00:00,@ElecVehicleGuy @Tesla Anywhere insurance prices are high,2019,pos
2019-09-03 21:14:43+00:00,"@Sofiaan @flcnhvy @coolsilver @Tesla Yeah, several. Smart Summon most significant.",2019,pos
2019-09-03 21:10:27+00:00,@flcnhvy @coolsilver @Tesla Both 🍀 and 😋 buttons in V10.0,2019,neu
2019-09-03 21:09:19+00:00,@teslaownersSV @tesla_truth Yup,2019,neu
2019-09-03 21:09:07+00:00,@coolsilver @Tesla Yes,2019,neu
2019-09-03 21:08:25+00:00,@tesla_truth Definitely,2019,neu
2019-09-03 20:26:13+00:00,"Try Tesla Insurance. Should be ~20% less than avg. Currently only in California, but expanding soon. Critical feedback much appreciated. https://t.co/L8xv8vxllj",2019,pos
2019-08-30 21:45:51+00:00,@HjorturBrynjars @Tesla Opening on 9/9,2019,neu
2019-08-30 03:39:21+00:00,@tesla_truth Exactly,2019,pos
2019-08-30 02:33:51+00:00,@WadeAndersonPT @Tesla Coming soon. Version 10.1 at latest.,2019,pos
2019-08-29 20:49:38+00:00,@Model3Owners @Tesla Yes,2019,neu
2019-08-29 18:56:45+00:00,"@HjorturBrynjars @enn_nafnlaus @Tesla Very soon, sorry for the delay",2019,neg
2019-08-27 07:38:06+00:00,@HarryStoltz1 @PPathole @Teslarati Not that I know of,2019,neu
2019-08-27 07:33:32+00:00,"@PPathole @Teslarati Yes, rather embarrassing tbh",2019,neu
2019-08-27 07:31:46+00:00,@Teslarati Impressively accurate analysis!,2019,pos
2019-08-27 02:50:56+00:00,@teslaownersSV Appears to be a wiring/connector issue,2019,neu
2019-08-26 01:14:37+00:00,@Tesla 😢 https://t.co/kTNomigW3e,2019,neu
2019-08-24 21:40:51+00:00,@FuzionPlaysTV @teslaownersSV Exactly! Especially let your PUC commissioners/authorities know.,2019,neu
2019-08-24 21:15:05+00:00,"If you’re a utility or public utilities commission, please consider using the Tesla Megapack. Better for the environment &amp; usually lower cost than fossil fuel peaker plants! https://t.co/Ls4IfB0d6a",2019,pos
2019-08-24 16:03:21+00:00,@AKawakbi @newscientist Tesla is working hard to help stop global warming,2019,neg
2019-08-23 16:01:16+00:00,@MinimalDuck @Tesla @Teslarati Ok,2019,pos
2019-08-21 19:03:48+00:00,"@TeslaTrip @arctechinc We need to complete internal QA testing for safety, which will hopefully be done in about 4 weeks",2019,pos
2019-08-20 19:59:58+00:00,"Price increase for Tesla FSD postponed until version 10 with smart summon is in wide release, which is about 4 to 8 weeks away, depending on how early access goes",2019,pos
2019-08-20 17:49:08+00:00,"@MemesOfMars @Teslarati @ray4tesla Yeah, would be great to get feedback from Tesla supporters",2019,pos
2019-08-20 17:47:47+00:00,"@teslaownersSV @Teslarati Initially Model 3, later Y",2019,neu
2019-08-20 17:44:11+00:00,@Teslarati Looking forward to seeing Giga Shanghai soon 😀 Amazing work by Tesla China team &amp; support of authorities much appreciated!,2019,pos
2019-08-18 09:51:24+00:00,"With the new lower Tesla pricing, it’s like having a money printer on your roof if you live a state with high electricity costs. Still better to buy, but the rental option makes the economics obvious.",2019,pos
2019-08-18 09:30:53+00:00,Tesla Solar just relaunched. Lmk what you think … https://t.co/mDoPO17YB9,2019,neu
2019-08-15 04:14:44+00:00,"@dbabrams @BangOlufsen Tesla audio engineers come from B&amp;O &amp; many other companies. They literally rōq. Our system is highly programmable, so we keep improving it via OTA codec updates.",2019,pos
2019-08-15 04:02:56+00:00,@chadsmith @Tesla We’ll take care of it,2019,neu
2019-08-11 19:50:57+00:00,@Kristennetten @tesla_truth Ok,2019,pos
2019-08-11 19:44:58+00:00,@tesla_truth Possibly two weeks,2019,neu
2019-08-11 19:42:57+00:00,Try playing Powerglide in your Tesla at volume 11 https://t.co/FCDc6wYvIr,2019,neu
2019-08-11 19:33:02+00:00,@GrizzlyAustin @Tesla No plans to introduce air suspension on Model 3 at this time,2019,neu
2019-08-11 19:32:18+00:00,"Watching a movie on Tesla V10.0 is great, in large part due to the sound system https://t.co/7Qh2iHEn8i",2019,pos
2019-08-09 23:10:21+00:00,"@Tesla Powerwall doesn’t need solar panels, but will work fine with both Tesla &amp; non-Tesla solar panels",2019,pos
2019-08-09 23:08:11+00:00,@TTVBaconz @Tesla Yes,2019,neu
2019-08-09 07:50:54+00:00,@HeyMarkL Video is amazing with the Tesla sound system. Will include Caraoke!,2019,pos
2019-08-09 07:26:50+00:00,Tesla software V10 is lookin real good! Releasing to early access list soon …,2019,pos
2019-08-09 01:05:04+00:00,@JaneidyEve @Teslarati No sooner than a week. Working approvals with FAA.,2019,neu
2019-08-09 01:02:03+00:00,"@Teslarati Wouldn’t read too much into this. Likely to be fewer F9/FH flights, but possibly an order of magnitude more than these numbers in Starship flights.",2019,pos
2019-08-08 19:00:34+00:00,"@brunosilva @vincent13031925 @ResidentSponge @Teslarati @Tesla We’re working with EU regulators to improve rules. Spirit of rules is correct, but exact language doesn’t quite align with spirit. Navigate on Autopilot working well in rest of world.",2019,pos
2019-08-04 22:41:23+00:00,"Lyft/Uber/taxi drivers are expert Tesla advocates. Thanks for your support!!
 https://t.co/coIzNY5QOO",2019,pos
2019-08-04 00:03:42+00:00,"@Sofiaan @Lindowitz @Tesla Ok, will discuss with team",2019,pos
2019-08-04 00:01:23+00:00,@Lindowitz @Tesla Sure,2019,pos
2019-08-03 23:57:00+00:00,"@Tesla Also, you can request any service from the Tesla phone app in under a minute",2019,neu
2019-08-02 20:40:57+00:00,@LobbycastGeoff @teslamodel3fan @Tesla Good idea,2019,pos
2019-08-01 17:59:10+00:00,"@TeslaClubIN @Yashwanthnadal For other countries, we pay in part for the local factory by selling cars there ahead of time. Also, gives a sense of demand. Current rules in India prevent that, but recent changes in sales tax give hope for future changes.",2019,neg
2019-07-31 23:59:50+00:00,@rahulsood @Tesla Fixing …,2019,neu
2019-07-29 23:56:11+00:00,Tesla Megapack now available for utility-scale energy storage https://t.co/MQMgMkFfNm,2019,pos
2019-07-28 20:38:42+00:00,"@Jason Thanks Jason! Super proud to work with such great teams at SpaceX, Tesla, Neuralink and Boring!!",2019,pos
2019-07-28 01:44:20+00:00,Tesla owners can schedule service appointments in under a minute just using their Tesla phone app!,2019,neu
